-29797.202920	-29602.369127	5715.750358
-30326.797688	-28554.644593	7909.837757
40307.122650	3352.764595	11436.347206
40955.987806	2193.628270	9152.722504
41445.779534	959.557919	6829.288594
41767.938541	-327.922640	4476.134199
41916.811243	-1646.346824	2103.489884
41890.083207	-2967.998161	-278.317034
41687.641870	-4279.122284	-2658.911930
41313.124465	-5552.097760	-5027.915214
40772.974444	-6764.653215	-7374.992344
40076.610016	-7895.075220	-9689.899017
39235.896183	-8924.508869	-11962.531631
38265.466658	-9834.394772	-14182.967456
37182.916288	-10605.982833	-16341.513085
36005.498643	-11231.205282	-18428.750143
34754.355942	-11696.166890	-20435.574101
33451.187905	-11992.581705	-22353.238329
32118.601588	-12115.088893	-24173.392917
30782.097918	-12055.273165	-25888.121879
29460.105705	-11826.258906	-27489.980296
28177.957796	-11425.468361	-28972.024913
26957.907316	-10859.642321	-30327.846625
25823.675174	-10131.905902	-31551.597796
24789.692510	-9267.777804	-32638.018784
23876.637804	-8275.271533	-33582.458573
23100.867923	-7169.790716	-34380.895379
22474.798633	-5973.511193	-35029.953726
22009.897274	-4705.312708	-35526.916439
21714.271469	-3386.973392	-35869.735983
21593.104353	-2041.139013	-36057.041378
21648.468593	-694.018573	-36088.142242
21879.876256	637.331961	-35963.029815
22283.128775	1926.959737	-35682.374632
22851.360234	3152.709832	-35247.521501
23575.582595	4289.595715	-34660.481522
24442.167217	5325.740332	-33923.920167
25436.813614	6239.537590	-33041.144651
26542.570580	7015.032450	-32016.086905
27740.388272	7639.407872	-30853.283362
29009.836154	8101.683282	-29557.855103
30329.203771	8393.904029	-28135.482701
31675.935265	8511.025363	-26592.380300
33025.108763	8458.447580	-24935.267860
34357.516553	8222.542158	-23171.338851
35648.490716	7814.430722	-21308.231366
36876.004680	7241.023225	-19353.992476
38017.597990	6520.964565	-17317.044579
39057.055285	5649.027228	-15206.145381
39974.976991	4648.661559	-13030.355722
40755.160586	3543.595201	-10798.998064
41385.710745	2339.293071	-8521.615748
41855.157111	1062.803033	-6207.936290
42155.552243	-264.233348	-3867.828553
42281.834141	-1619.327934	-1511.262356
42231.987155	-2978.442443	851.731995
42006.803532	-4320.731740	3211.107887
41610.221530	-5622.401970	5556.839201
41049.056013	-6861.451621	7878.964204
40333.037751	-8016.379915	10167.624661
39474.203988	-9068.862565	12413.109124
38487.331822	-10000.584569	14605.887687
37389.827935	-10793.973377	16736.653243
36199.367274	-11439.573293	18796.360994
34936.774994	-11924.639371	20776.261670
33623.590164	-12241.129665	22667.939584
32282.403827	-12383.372133	24463.345952
30935.701952	-12350.190761	26154.834130
29606.637977	-12141.853254	27735.187862
28317.870452	-11762.138506	29197.653430
27091.368597	-11217.747127	30535.967334
25946.535626	-10521.893152	31744.382413
24905.980630	-9679.172281	32817.693461
23985.830499	-8708.050786	33751.257900
23198.803864	-7634.297021	34541.017109
22564.606676	-6458.401544	35183.515144
22090.648935	-5209.933076	35675.913091
21784.970284	-3910.417730	36016.003504
21651.395064	-2593.411815	36202.221061
21695.463339	-1259.510759	36233.651257
21914.318751	57.074126	36110.035770
22304.122350	1333.655139	35831.776012
22858.097745	2548.232013	35399.933522
23568.326309	3669.082010	34816.227959
24419.653406	4697.884308	34083.031219
25398.518731	5606.437285	33203.360823
26489.289340	6373.699222	32180.869070
27670.665004	6996.858799	31019.827984
28923.349725	7460.018301	29725.115843
30225.670966	7755.198265	28302.196518
31555.088885	7877.323532	26757.098312
32887.607157	7828.419159	25096.390252
34202.107820	7601.392630	23327.153137
35474.822651	7204.154318	21456.953391
36683.678693	6643.630810	19493.809336
37807.697100	5929.586595	17446.157763
