20815.154677	-17440.002211	6404.288106
20404.146712	-16752.362384	9030.020257
-16599.109930	21570.923013	6224.733190
-17028.188349	21848.142979	3499.593264
-17253.753469	21938.242612	722.590714
-17299.720275	21815.062303	-2065.121713
-17194.955107	21458.153968	-4822.224148
-16979.088623	20847.943478	-7507.839739
-16673.318475	19988.936622	-10082.142640
-16321.370171	18875.963302	-12506.943184
-15959.773363	17517.046426	-14746.257340
-15589.804131	15960.619123	-16766.839567
-15315.279980	14162.083243	-18538.678808
-15127.374545	12183.714179	-20035.442251
-15042.481503	10069.698266	-21234.869607
-15093.571137	7837.234506	-22119.106767
-15283.120173	5537.827278	-22674.971163
-15615.078470	3214.203786	-22894.152183
-16086.253799	909.408824	-22773.337376
-16685.071816	-1351.017102	-22314.265183
-17395.092994	-3495.354172	-21523.701757
-18194.126091	-5503.555719	-20413.344374
-19053.750280	-7344.547609	-18999.649777
-19939.557130	-8996.682271	-17303.592370
-20818.621261	-10434.092228	-15350.351578
-21651.744144	-11648.593537	-13168.941151
-22392.548597	-12650.000992	-10791.775919
-23018.891620	-13413.602902	-8254.186685
-23488.013167	-13963.295891	-5593.895985
-23767.957809	-14316.037512	-2850.451997
-23831.404631	-14494.771352	-64.637761
-23640.727297	-14553.457840	2722.138018
-23212.726292	-14471.712760	5468.462923
-22523.316807	-14310.397371	8133.535360
-21571.760715	-14105.662550	10677.775998
-20375.377292	-13878.280619	13063.416052
-18927.136118	-13695.151774	15255.061132
-17258.875497	-13572.207520	17220.212592
-15425.395194	-13506.746981	18929.750017
-13405.074516	-13588.733148	20358.361950
-11262.642737	-13800.927282	21484.914591
-9038.594205	-14154.525034	22292.763104
-6775.284241	-14653.785038	22769.993250
-4527.197362	-15292.388773	22909.593352
-2313.593255	-16068.946979	22709.554239
-185.312818	-16961.545165	22172.894668
1821.473466	-17947.219134	21307.614117
3678.801952	-18996.887270	20126.572523
5353.922139	-20078.758537	18647.297148
6830.732483	-21156.327414	16891.725080
8100.000934	-22190.187713	14885.878326
9150.206896	-23143.608385	12659.477894
9986.599061	-23977.300673	10245.509103
10618.487418	-24654.980216	7679.733297
11061.884350	-25143.661819	5000.161279
11365.604521	-25402.878837	2246.493628
11503.288950	-25433.431614	-540.468296
11532.649571	-25206.996120	-3319.419768
11487.771947	-24713.916094	-6049.166426
11403.809044	-23952.161924	-8689.231924
11317.632555	-22926.525111	-11200.460329
11263.435171	-21649.928639	-13545.591466
11231.289234	-20165.647006	-15689.816442
11337.646721	-18452.986483	-17601.296077
11560.875629	-16567.290548	-19251.630830
11918.943705	-14544.956703	-20616.286321
12415.488859	-12433.664290	-21674.958576
13072.307802	-10259.929562	-22411.879321
13877.599236	-8073.932721	-22816.050676
14821.677059	-5917.619818	-22881.413247
15888.004935	-3830.911363	-22606.939017
17054.845494	-1840.024311	-21996.650244
18290.396786	2.892164	-21059.561854
19563.960245	1680.868844	-19809.551881
20838.758776	3175.246990	-18265.157348
22076.445738	4469.322806	-16449.298374
23237.236768	5558.484670	-14388.941682
24281.970986	6443.887687	-12114.697647
25168.467300	7151.061048	-9660.365448
25872.005048	7661.201143	-7062.426013
26358.412838	8012.081473	-4359.500934
26603.365610	8230.135198	-1591.772435
26588.854774	8345.986888	1199.616957
26294.576581	8422.262376	3973.178852
25735.434100	8435.639839	6687.702334
24906.107345	8451.090773	9302.864424
23822.461233	8490.674313	11779.833816
22494.109415	8612.499850	14081.850841
20950.581519	8832.098564	16174.768963
19222.678792	9173.439525	18027.563490
17345.920275	9654.850013	19612.789002
15379.129050	10258.727060	20906.982924
13325.651100	11053.189418	21891.011254
11246.249912	12002.703122	22550.345110
9182.659792	13097.954830	22875.273382
7174.756045	14322.734097	22861.041663
