-7020.306642	-41509.791796	-2536.452549
-7016.170124	-41506.635703	-2572.183232
-32181.450920	27011.388656	-3547.080684
-32194.468398	27014.172657	-3414.798034
-32207.014174	27018.641895	-3267.813676
-32218.879237	27024.726981	-3106.761292
-32229.865425	27032.331719	-2932.335048
-17847.007048	38042.897288	-3520.890615
-17856.466294	38054.043457	-3357.663422
-17864.406467	38066.384496	-3179.984731
-17870.687959	38079.719968	-2988.620059
-781.601062	42013.460732	-3560.037806
-784.430094	42028.969822	-3379.470865
-785.202054	42044.808344	-3184.361549
16357.979637	38693.766483	-3712.255950
16361.554531	38709.940145	-3529.624421
16367.265536	38725.611096	-3331.806319
16375.031388	38740.510307	-3119.653362
16384.736141	38754.381257	-2894.078842
30697.388894	28716.951513	-3431.777879
30710.761200	28727.912965	-3217.974564
30725.563443	28737.123799	-2990.327851
30741.557535	28744.414610	-2749.817394
39671.303909	13940.508831	-3273.212162
39688.635191	13943.225239	-3045.779303
39706.324691	13943.694759	-2805.244759
41937.022913	-3059.545080	-3289.360492
41953.763714	-3063.668611	-3064.765838
41969.981461	-3069.968475	-2826.988030
41985.395854	-3078.357844	-2577.049904
41999.739746	-3088.713895	-2316.026568
37117.317703	-19829.738593	-2820.667333
37127.807673	-19842.919489	-2576.534754
37136.614710	-19857.442529	-2321.318744
37143.574910	-19873.074672	-2056.117011
25368.779117	-33595.677457	-2557.573696
25370.945992	-33611.430403	-2311.511234
25371.108323	-33627.449919	-2055.504390
8417.059395	-41248.700026	-2527.012491
8413.164880	-41262.671274	-2293.446991
8407.489637	-41276.135301	-2050.013666
8400.114325	-41288.856835	-1797.759532
8391.149688	-41300.612746	-1537.769616
-10364.288092	-40827.215284	-2046.339629
-10374.679434	-40835.109179	-1809.918410
-10386.043618	-40841.656255	-1565.707772
-10398.193296	-40846.732690	-1314.758285
-27329.141049	-32062.543885	-1833.169028
-27340.338761	-32064.177598	-1607.667689
-27351.690532	-32064.366546	-1375.245561
-39038.734854	-15828.400306	-1872.794406
-39048.027837	-15826.354904	-1668.561944
-39056.994222	-15823.116665	-1457.145150
-39065.471409	-15818.735772	-1239.453779
-39073.304730	-15813.283264	-1016.424704
-41737.160726	5772.055448	-1563.845853
-41742.461366	5777.837078	-1368.716899
-41746.933743	5784.257088	-1167.692546
-41750.492236	5791.199456	-961.638144
-31730.824341	27718.796053	-1526.260043
-31732.560778	27724.970610	-1348.507441
-31733.430290	27731.274026	-1164.945149
-8833.832909	41186.993983	-1712.206635
-8833.653504	41192.504229	-1558.441629
-8832.743212	41197.856904	-1397.961801
-8831.127954	41202.950375	-1231.458206
19483.878472	37340.317116	-1795.580285
19486.200724	37344.919369	-1658.228029
19489.044743	37349.081419	-1513.730126
19492.345597	37352.734108	-1362.708954
19496.030177	37355.817842	-1205.815060
39282.812872	15183.347317	-1818.793343
39287.414146	15185.878461	-1687.886539
39292.177622	15187.746345	-1549.705686
39511.913486	-14531.252725	-2141.011475
39517.928644	-14530.696795	-2029.113511
39523.836829	-14530.875199	-1908.471159
39529.542433	-14531.767580	-1779.604313
21030.633981	-36455.198120	-2379.336822
21036.799064	-36458.467088	-2274.728387
21042.422613	-36462.391153	-2160.317662
21047.424422	-36466.895972	-2036.597833
21051.735003	-36471.897937	-1904.102218
-5487.843091	-41718.907924	-2538.747410
-5484.992048	-41726.374972	-2426.108225
-5483.120009	-41734.033673	-2303.015940
-28328.769926	-31083.308568	-2906.396282
-28329.760893	-31092.605017	-2803.025272
-28331.887737	-31101.621028	-2687.578688
-28335.109230	-31110.215170	-2560.554422
-28339.366313	-31118.252967	-2422.500229
-40529.362801	-11200.975432	-3049.421514
-40537.118718	-11208.239346	-2926.785569
-40545.699025	-11214.411966	-2791.544074
-40554.962742	-11219.396546	-2644.280208
-40564.757701	-11223.115712	-2485.628880
